#{"t_start": 1760777147.9701302, "env_id": "None"}
200.2,200,114.989067
199.442562,200,115.055274
200.2,200,115.814547
200.2,200,115.882664
200.2,200,115.951053
200.2,200,116.017814
42.35,48,116.035325
200.2,200,116.101413
200.2,200,116.724514
200.2,200,116.790627
200.2,200,116.858228
200.2,200,116.923252
200.2,200,116.994076
1.35,7,116.996971
200.2,200,117.77883
200.2,200,117.849809
202.3,200,117.920801
200.2,200,117.98768
200.2,200,118.058131
200.2,200,118.735849
200.2,200,118.80302
199.158576,200,118.868901
200.2,200,118.935197
200.2,200,119.002518
200.2,200,119.757033
25.35,31,119.768606
200.2,200,119.837185
206.7,200,119.908467
200.2,200,119.975423
206.15,200,120.042364
206.25,200,120.6664
200.2,200,120.733756
199.320854,200,120.799992
200.2,200,120.867406
200.2,200,120.935326
200.2,200,121.544441
202.0,200,121.611328
200.2,200,121.678121
200.2,200,121.744846
200.2,200,121.811372
200.2,200,122.430248
200.2,200,122.499033
14.35,20,122.507111
112.391886,118,122.548173
7.35,13,122.553581
200.2,200,122.621762
-0.608114,5,122.624459
189.391886,195,122.689775
200.535089,200,123.280946
200.2,200,123.3483
200.2,200,123.414897
17.391886,23,123.423686
200.2,200,123.491525
200.2,200,123.558335
148.35,154,123.610798
206.5,200,124.198258
200.2,200,124.264299
199.028754,200,124.331608
200.2,200,124.398165
145.35,151,124.448678
44.391886,50,124.465696
200.2,200,125.142292
200.2,200,125.208565
200.2,200,125.278509
-2.65,3,125.280093
200.2,200,125.349758
158.35,164,125.409588
200.2,200,126.394917
200.2,200,126.462021
200.2,200,126.529663
200.2,200,126.602322
200.2,200,126.676073
200.2,200,127.25235
200.2,200,127.318564
200.2,200,127.385015
200.2,200,127.451094
200.2,200,127.516924
200.2,200,128.109899
200.2,200,128.176125
200.2,200,128.242611
180.675659,187,128.307321
200.2,200,128.378213
200.2,200,128.44468
200.2,200,129.027137
200.2,200,129.09455
187.391886,193,129.161537
201.45,200,129.243206
166.738197,172,129.303724
200.2,200,129.867672
200.2,200,129.934047
200.2,200,130.003128
200.2,200,130.070353
200.2,200,130.137152
200.2,200,130.731999
200.2,200,130.802212
200.2,200,130.871235
200.2,200,130.938311
200.2,200,131.006165
200.2,200,131.626808
200.2,200,131.703789
200.2,200,131.777268
200.2,200,131.844229
200.2,200,131.910827
200.2,200,132.799587
200.2,200,132.866771
200.2,200,132.933431
200.2,200,133.000858
200.2,200,133.072205
80.35,86,133.103197
204.25,200,133.699246
200.2,200,133.767127
183.35,189,133.830178
200.2,200,133.902499
200.2,200,133.973123
200.2,200,134.54415
200.2,200,134.611513
200.2,200,134.682236
200.2,200,134.750812
200.2,200,134.816617
200.2,200,135.572415
118.35,124,135.616407
210.2,200,135.689624
200.2,200,135.758324
200.2,200,135.828455
200.2,200,135.899255
200.2,200,136.655148
199.207259,200,136.725467
200.2,200,136.793882
200.2,200,136.862154
200.2,200,136.929433
200.2,200,137.54915
200.2,200,137.615141
200.2,200,137.687
200.2,200,137.753346
200.2,200,137.822446
200.2,200,138.490734
200.2,200,138.560822
200.2,200,138.627118
200.2,200,138.696193
200.2,200,138.763085
200.2,200,139.648602
200.2,200,139.714864
6.391886,12,139.719852
200.2,200,139.787388
200.2,200,139.855756
200.2,200,139.926339
200.2,200,140.574033
200.2,200,140.640568
200.2,200,140.707487
200.2,200,140.77428
200.2,200,140.840761
200.2,200,141.481931
200.2,200,141.550015
200.2,200,141.61675
200.2,200,141.68345
200.2,200,141.750224
200.2,200,142.347059
200.2,200,142.415192
200.2,200,142.483556
200.2,200,142.551876
200.2,200,142.62145
209.4,200,143.197859
200.2,200,143.265805
202.4,200,143.333503
200.2,200,143.399761
200.2,200,143.467336
207.7,200,143.535254
200.2,200,144.190635
200.2,200,144.258002
198.923273,200,144.326373
200.2,200,144.39431
209.3,200,144.462079
36.527617,42,145.314719
210.2,200,145.381369
51.013248,57,145.401094
56.391886,62,145.422804
5.391886,11,145.427258
47.391886,53,145.445815
29.73991,35,145.458492
21.589055,27,145.469165
199.238197,194,145.534028
13.391886,19,145.541277
40.527617,46,145.557962
43.638197,48,145.575694
51.35,57,145.595295
109.049736,116,145.638783
47.391886,53,145.657606
8.391886,14,145.663293
-1.65,4,145.665337
11.566892,17,145.671793
34.895161,40,146.475009
13.391886,19,146.481877
9.657724,15,146.487572
210.35,200,146.554626
12.391886,18,146.56142
-1.608114,4,146.563196
43.35,49,146.580364
95.391886,101,146.614485
25.519503,31,146.625162
59.35,65,146.647406
200.2,200,146.713683
118.391886,124,146.75561
207.2,200,147.523559
88.391886,94,147.557478
205.25,200,147.626406
202.123936,200,147.694464
44.488197,48,147.711961
128.621969,134,147.75817
70.35,76,147.785314
154.35,160,147.840168
200.2,200,148.472161
205.3,200,148.538982
108.35,114,148.581371
77.938197,81,148.609885
187.738197,184,148.67463
200.2,200,148.742189
51.511389,57,148.762398
200.2,200,149.425676
30.391886,36,149.438946
69.725658,75,149.464834
139.238197,138,149.511097
90.621969,96,149.54385
200.2,200,149.611314
202.05,200,149.678041
202.55,200,150.494749
202.9,200,150.561164
2.391886,8,150.565619
200.2,200,150.632105
125.391886,131,150.678513
200.2,200,150.745347
21.391886,27,150.755682
16.35,22,150.764097
1.391886,7,150.767174
200.2,200,151.65406
200.2,200,151.721151
200.2,200,151.787823
86.35,92,151.823877
183.35,189,151.888062
200.2,200,151.954134
200.2,200,152.698599
199.888825,200,152.766727
82.35,88,152.798727
200.2,200,152.865041
200.2,200,152.931353
200.2,200,152.997692
200.2,200,153.716565
200.2,200,153.783849
200.2,200,153.856299
200.2,200,153.922811
200.2,200,153.989571
200.2,200,154.621131
200.2,200,154.688486
200.2,200,154.771368
200.067331,200,154.843163
200.2,200,154.914812
200.2,200,155.591493
200.2,200,155.658227
200.2,200,155.724843
200.2,200,155.792782
200.2,200,155.861936
200.2,200,156.693803
200.2,200,156.760084
200.2,200,156.826901
200.2,200,156.894062
200.2,200,156.960784
200.2,200,157.707319
200.2,200,157.774499
200.2,200,157.842057
200.2,200,157.910833
200.2,200,157.977858
200.2,200,158.639561
200.2,200,158.705542
200.2,200,158.772286
200.2,200,158.838872
200.2,200,158.906162
200.2,200,159.704063
200.2,200,159.772684
200.2,200,159.839652
200.2,200,159.911231
200.2,200,159.978591
200.2,200,160.044797
44.621969,50,160.682467
200.2,200,160.749538
200.2,200,160.81608
200.2,200,160.883047
200.2,200,160.950165
200.2,200,161.756582
200.2,200,161.835317
200.2,200,161.902889
200.2,200,161.973811
200.2,200,162.041003
200.2,200,162.107327
200.2,200,162.92355
45.35,51,162.94166
200.2,200,163.008247
203.8,200,163.074945
200.2,200,163.143636
200.2,200,163.796604
200.2,200,163.863241
200.2,200,163.931374
200.2,200,164.010067
200.2,200,164.077522
200.2,200,164.14316
73.35,79,164.717791
82.988197,86,164.747932
-1.472383,4,164.749689
54.35,60,164.770464
150.038197,154,164.822508
119.391886,125,164.866297
43.35,49,164.883245
32.35,38,164.897735
12.35,18,164.905661
-1.65,4,164.907715
206.3,200,164.975131
30.173283,36,164.988734
1.391886,7,164.991673
79.438197,84,165.020592
14.35,20,165.02807
16.391886,22,165.036082
6.35,12,165.040656
1.391886,7,165.043369
40.993993,46,165.691351
66.391886,72,165.716183
212.85,200,165.783207
4.35,10,165.78771
1.391886,7,165.790673
72.391886,78,165.818245
54.47082,60,165.840109
8.35,14,165.845409
81.35,87,165.876415
18.391886,24,165.885109
60.391886,66,165.909587
19.35,25,165.922998
200.2,200,165.996774
81.391886,87,166.02813
10.54083,16,166.036861
200.2,200,166.859173
40.391886,46,166.875819
114.565172,120,166.921263
87.35,93,166.95688
97.391886,103,166.99506
11.391886,17,167.001909
206.15,200,167.075144
208.55,200,167.146699
18.391886,24,167.155712
158.35,164,167.849766
6.391886,12,167.854557
113.391886,119,167.896727
207.25,200,167.965954
4.35,10,167.970073
119.048867,130,168.015028
200.2,200,168.083541
141.043526,147,168.134822
78.605741,84,168.165847
135.35,141,168.895026
200.2,200,168.962054
203.2,200,169.028908
200.2,200,169.09532
119.35,125,169.139938
175.391886,181,169.204824
200.2,200,170.080405
0.35,6,170.083083
200.2,200,170.150038
81.527617,87,170.180012
60.35,66,170.203274
177.35,183,170.263815
200.2,200,170.330772
192.9,197,171.165913
122.391886,128,171.209308
200.2,200,171.277703
200.2,200,171.346934
22.35,28,171.357533
210.2,200,171.427173
204.1,200,172.289355
200.2,200,172.356277
200.2,200,172.42339
200.2,200,172.490761
204.7,200,172.559174
200.2,200,173.570928
200.2,200,173.639627
200.2,200,173.706827
200.2,200,173.774468
88.527617,94,173.807316
200.2,200,173.8742
158.35,164,174.815613
200.2,200,174.886629
200.2,200,174.960217
200.2,200,175.0291
200.2,200,175.103068
10.35,16,175.109663
200.2,200,175.858392
200.2,200,175.931926
200.2,200,176.001271
200.205267,200,176.073014
200.2,200,176.142742
200.2,200,176.996103
200.2,200,177.064063
200.2,200,177.131132
200.2,200,177.1996
200.2,200,177.267107
200.2,200,177.334447
200.2,200,178.149669
200.2,200,178.216699
200.2,200,178.283868
200.2,200,178.351083
200.2,200,178.418049
200.2,200,179.160711
200.2,200,179.229125
200.2,200,179.300637
200.2,200,179.373133
200.2,200,179.444998
200.2,200,180.261683
200.2,200,180.329512
200.2,200,180.395625
200.2,200,180.463018
79.300428,85,180.492982
200.2,200,180.560157
200.2,200,181.265587
200.2,200,181.332858
200.2,200,181.401951
200.2,200,181.470057
200.2,200,181.537939
200.2,200,182.228492
200.2,200,182.295733
200.2,200,182.363405
200.2,200,182.432119
200.2,200,182.499592
200.2,200,183.414163
17.391886,23,183.422911
200.2,200,183.489597
14.438197,19,183.497456
57.788197,61,183.518616
203.75,200,183.585848
200.2,200,183.652895
29.519503,35,183.665466
197.826336,200,184.369975
106.35,112,184.408942
209.2,200,184.47545
202.25,200,184.542737
200.2,200,184.609435
200.2,200,184.676267
200.2,200,185.345942
200.2,200,185.41355
200.2,200,185.480525
200.2,200,185.548822
97.35,103,185.584531
71.391886,77,185.611332
200.2,200,186.278863
182.35,188,186.34287
200.2,200,186.409521
200.2,200,186.476813
200.2,200,186.544546
200.2,200,187.150031
200.2,200,187.216488
200.2,200,187.281649
200.2,200,187.348337
200.2,200,187.415565
165.35,171,188.00903
0.35,6,188.01145
191.391886,197,188.078084
25.391886,31,188.090581
200.2,200,188.160688
73.391886,79,188.188503
182.589969,188,188.251479
33.35,39,188.265367
204.8,200,188.332666
17.478934,23,188.341679
2.589513,8,188.345173
200.391886,200,188.969118
204.0,200,189.036123
111.43025,117,189.076029
23.438364,29,189.086709
161.487048,167,189.143045
208.25,200,189.21093
58.391886,64,189.233815
124.483676,132,189.869044
129.391886,135,189.914753
14.391886,20,189.922678
204.8,200,189.989985
8.652835,14,189.995913
200.2,200,190.063225
16.35,22,190.071737
39.35,45,190.088012
62.35,68,190.112194
200.2,200,190.179522
162.391886,168,190.761648
37.35,43,190.776657
26.751317,32,190.787987
200.2,200,190.855376
200.2,200,190.921994
200.2,200,190.988846
200.2,200,191.056275
200.2,200,191.683243
71.35,77,191.710058
200.2,200,191.77584
200.2,200,191.84233
108.35,114,191.880986
200.2,200,191.94862
200.2,200,192.554414
61.35,67,192.577877
200.2,200,192.644849
200.2,200,192.713317
200.2,200,192.784256
200.2,200,192.854382
200.2,200,193.461918
184.391886,190,193.524168
200.2,200,193.591383
200.2,200,193.657719
200.2,200,193.724822
200.2,200,194.319781
200.2,200,194.385945
200.2,200,194.452789
200.2,200,194.520538
200.2,200,194.590308
200.2,200,195.223526
165.35,171,195.281123
200.2,200,195.348545
200.2,200,195.415287
200.2,200,195.482086
68.391886,74,195.507962
200.535089,200,196.109096
200.2,200,196.177519
200.2,200,196.24539
205.35,200,196.312749
200.2,200,196.378686
121.824853,130,196.972628
209.65,200,197.040912
210.2,200,197.107369
209.6,200,197.174788
46.503275,52,197.194569
106.391886,112,197.232687
209.201317,200,197.299512
207.35,200,197.893284
200.2,200,197.960111
200.2,200,198.026949
200.2,200,198.093242
200.2,200,198.160125
0.391886,6,198.162844
200.2,200,198.745287
200.2,200,198.812286
200.2,200,198.878562
200.2,200,198.945309
200.567544,200,199.012169
207.45,200,199.669266
76.391886,82,199.698609
127.478934,133,199.744309
9.391886,15,199.750381
84.391886,90,199.780919
47.621969,53,199.79954
204.05,200,199.865835
102.35,108,199.901572
208.9,200,199.968073
158.391886,164,200.597214
200.2,200,200.666282
205.3,200,200.737502
200.2,200,200.805976
200.2,200,200.87474
76.35,82,200.905081
201.406584,200,201.559111
200.2,200,201.626834
200.2,200,201.696262
208.65,200,201.768251
200.2,200,201.848965
200.2,200,202.769347
37.35,43,202.785534
139.35,145,202.837672
51.35,57,202.858285
200.2,200,202.926813
25.35,31,202.938752
200.2,200,203.005304
207.55,200,204.074914
200.2,200,204.146221
209.65,200,204.213472
135.391886,141,204.263264
200.2,200,204.33183
200.2,200,204.402388
208.85,200,205.398539
200.2,200,205.467368
200.2,200,205.533615
200.2,200,205.599838
161.391886,167,205.655859
200.2,200,206.611962
2.35,8,206.61605
200.2,200,206.682673
22.35,28,206.694051
200.2,200,206.760625
114.35,120,206.800324
200.2,200,206.866986
200.2,200,207.690717
200.2,200,207.757681
199.475017,200,207.824286
194.638106,200,207.890811
207.8,200,207.957141
124.008328,130,208.001918
200.2,200,208.746895
89.35,95,208.780592
200.2,200,208.849236
200.2,200,208.91854
202.7,200,208.987778
205.6,200,209.05854
200.2,200,209.916767
200.2,200,209.986795
198.993495,200,210.056389
200.096939,200,210.125429
200.2,200,210.195905
200.2,200,210.909997
200.2,200,210.980812
200.2,200,211.049512
200.2,200,211.118168
200.2,200,211.187794
200.2,200,212.014506
200.2,200,212.080382
200.2,200,212.147003
137.391886,143,212.19448
200.2,200,212.265067
200.2,200,213.077709
200.2,200,213.148462
200.2,200,213.215627
200.2,200,213.281037
200.2,200,213.350337
200.2,200,214.092268
200.2,200,214.159112
200.2,200,214.225762
200.2,200,214.29236
200.2,200,214.359332
200.2,200,215.028771
208.3,200,215.094337
200.2,200,215.166179
200.2,200,215.234699
98.605741,104,215.270983
49.256844,55,215.290447
66.605741,72,215.315744
200.2,200,215.975282
200.2,200,216.043806
200.2,200,216.113097
160.35,166,216.17125
208.6,200,216.239942
200.2,200,216.308924
200.2,200,217.139112
200.2,200,217.207397
200.2,200,217.27517
200.2,200,217.343918
200.2,200,217.411753
200.2,200,218.308494
203.6,200,218.377237
200.2,200,218.44443
200.2,200,218.512179
24.391886,30,218.523302
200.2,200,218.589786
200.2,200,219.469449
162.35,168,219.529341
200.2,200,219.600225
200.2,200,219.685505
200.2,200,219.751262
66.605741,72,219.77686
200.2,200,220.509216
200.2,200,220.577358
200.2,200,220.65312
200.2,200,220.719932
200.2,200,220.784602
200.2,200,221.542074
90.256844,96,221.575655
200.270178,200,221.64366
196.422678,200,221.71231
200.2,200,221.781899
71.391886,77,221.810368
200.2,200,222.609389
40.35,46,222.625886
200.2,200,222.693155
200.2,200,222.763292
210.2,200,222.834131
200.2,200,222.906487
200.2,200,223.725482
200.2,200,223.792484
99.391886,105,223.828582
41.391886,47,223.845152
203.05,200,223.911892
200.172811,200,223.978528
208.15,200,224.663289
200.2,200,224.729166
200.2,200,224.794791
10.391886,16,224.801263
160.391886,166,224.859645
199.926548,200,224.927671
170.35,176,224.986447
200.2,200,225.627956
200.2,200,225.693875
200.2,200,225.760844
200.2,200,225.827144
200.2,200,225.893377
131.35,137,226.734988
29.69452,35,226.747352
14.391886,20,226.754778
205.8,200,226.820883
207.3,200,226.887678
208.567544,200,226.954536
31.503275,37,226.968354
208.35,200,227.033841
42.35,48,227.708878
62.35,68,227.732616
140.018509,149,227.782264
200.2,200,227.847998
21.788197,27,227.858879
204.2,200,227.927485
208.55,200,227.994252
9.391886,15,227.999964
-2.608114,3,228.001619
209.35,200,228.769212
116.559085,123,228.814405
136.35,142,228.862041
207.15,200,228.928799
87.54083,93,228.9607
51.391886,57,228.980968
200.559431,200,229.04576
200.2,200,229.79362
39.35,45,229.809441
208.45,200,229.877905
72.597627,78,229.906116
118.35,124,229.949752
200.2,200,230.018453
47.668861,53,230.037537
93.391886,99,230.070596
205.65,200,230.706805
209.05,200,230.773765
115.605741,121,230.81524
200.575658,200,230.883086
201.75,200,230.952687
55.35,61,230.973955
200.2,200,231.041698
200.2,200,231.629677
11.524602,17,231.636969
200.2,200,231.702818
4.391886,10,231.706922
197.997709,200,231.773204
202.593203,200,231.841617
200.2,200,231.910634
200.2,200,232.672976
200.2,200,232.739534
210.2,200,232.808492
181.487048,187,232.874574
200.2,200,232.942158
200.2,200,233.854065
200.2,200,233.920936
33.391886,39,233.942042
200.2,200,234.010118
200.2,200,234.079722
72.35,78,234.113296
200.2,200,235.090111
200.2,200,235.163489
200.2,200,235.22989
200.2,200,235.296608
200.2,200,235.365578
200.359431,200,236.025871
200.2,200,236.093702
200.2,200,236.162193
200.2,200,236.230097
200.2,200,236.298063
200.2,200,236.36529
33.391886,39,237.068958
200.2,200,237.134507
206.35,200,237.203883
199.869751,200,237.271562
200.2,200,237.336302
200.2,200,237.401661
200.9,200,238.156332
200.2,200,238.222956
200.2,200,238.289459
200.2,200,238.377782
200.2,200,238.446956
200.2,200,239.046064
200.2,200,239.112407
200.2,200,239.176567
200.2,200,239.242996
200.2,200,239.316037
200.2,200,240.169132
200.2,200,240.235244
200.2,200,240.301783
200.85,200,240.367952
200.2,200,240.434082
202.1,200,241.100872
209.7,200,241.166831
200.2,200,241.23226
200.2,200,241.298485
200.2,200,241.364381
200.2,200,241.997404
200.2,200,242.064857
200.2,200,242.132101
200.2,200,242.202374
32.391886,38,242.21663
200.2,200,242.284131
200.2,200,243.050541
23.391886,29,243.060551
200.2,200,243.12605
200.2,200,243.194004
200.2,200,243.261787
200.2,200,243.327824
200.2,200,243.957389
200.2,200,244.02496
200.2,200,244.091848
200.2,200,244.158187
200.2,200,244.225788
200.2,200,244.922056
200.2,200,244.990406
200.2,200,245.056159
200.2,200,245.124222
7.35,13,245.129116
200.2,200,245.19633
200.2,200,246.016222
200.2,200,246.084773
200.2,200,246.155314
200.2,200,246.22398
200.2,200,246.291021
200.2,200,247.184288
200.2,200,247.251493
200.2,200,247.317775
200.2,200,247.384283
200.2,200,247.450832
200.2,200,248.133769
200.2,200,248.200022
200.2,200,248.270084
200.2,200,248.336508
200.2,200,248.4066
200.2,200,249.157711
200.2,200,249.224005
200.2,200,249.2908
200.2,200,249.359728
159.35,165,249.416385
200.2,200,249.495297
200.2,200,250.269391
200.2,200,250.336217
200.2,200,250.402285
200.2,200,250.467938
200.2,200,250.538221
200.2,200,251.379691
200.2,200,251.44562
200.2,200,251.511677
200.2,200,251.578607
200.2,200,251.646795
200.2,200,252.618017
200.2,200,252.685737
200.2,200,252.754197
200.2,200,252.82379
200.2,200,252.902504
200.2,200,253.723753
200.2,200,253.799446
200.2,200,253.877447
200.2,200,253.954786
200.2,200,254.025838
200.2,200,254.904188
200.2,200,254.968901
200.2,200,255.03605
200.2,200,255.102367
200.2,200,255.168661
200.2,200,255.919206
200.2,200,255.986814
200.2,200,256.056367
179.391886,185,256.122185
206.9,200,256.191767
200.2,200,256.260454
200.2,200,256.893677
200.2,200,256.961043
140.391886,146,257.009886
200.2,200,257.076615
45.391886,51,257.094507
200.2,200,257.160626
200.2,200,257.756292
200.2,200,257.825084
200.2,200,257.893179
200.2,200,257.960798
200.2,200,258.027145
200.2,200,258.623445
200.2,200,258.693846
200.2,200,258.762489
200.2,200,258.831888
200.2,200,258.901935
200.2,200,259.541868
200.2,200,259.611653
200.2,200,259.683644
200.2,200,259.754556
200.2,200,259.82537
200.2,200,260.421075
200.2,200,260.487821
200.2,200,260.5585
200.2,200,260.628014
200.2,200,260.699911
200.2,200,261.346152
200.2,200,261.416381
26.35,32,261.427884
200.2,200,261.496667
199.734662,200,261.566998
199.044982,200,261.637357
24.35,30,261.648663
200.2,200,262.283158
200.2,200,262.350485
200.2,200,262.422161
200.2,200,262.493393
200.2,200,262.560493
200.2,200,263.333765
200.2,200,263.406076
200.2,200,263.475693
199.377651,200,263.545088
118.391886,124,263.590077
200.2,200,263.657192
200.2,200,264.323001
200.2,200,264.39346
200.2,200,264.463468
200.2,200,264.530616
200.2,200,264.597427
93.391886,99,265.250912
200.2,200,265.324339
200.2,200,265.396703
200.2,200,265.479879
200.2,200,265.549935
200.2,200,266.276312
200.2,200,266.347922
200.2,200,266.422051
200.2,200,266.500043
200.2,200,266.56686
200.2,200,267.235986
200.2,200,267.302896
200.2,200,267.367348
200.2,200,267.432881
200.2,200,267.499339
200.2,200,267.566128
200.2,200,268.167719
200.2,200,268.237756
200.2,200,268.30447
200.2,200,268.372181
200.2,200,268.437943
200.2,200,269.013823
200.2,200,269.084344
200.2,200,269.151051
200.2,200,269.218643
200.2,200,269.285398
200.2,200,269.943397
200.2,200,270.010655
200.2,200,270.077842
200.2,200,270.148859
200.2,200,270.220763
200.2,200,270.866096
200.2,200,270.937256
200.2,200,271.008405
200.2,200,271.078796
200.2,200,271.149164
200.2,200,271.765583
200.2,200,271.8321
200.2,200,271.904258
200.2,200,271.975074
200.2,200,272.045998
200.2,200,272.746918
200.2,200,272.822333
200.2,200,272.892248
200.2,200,272.961782
200.2,200,273.033809
200.2,200,273.692255
200.2,200,273.760855
200.2,200,273.83134
200.2,200,273.902247
200.2,200,273.973654
200.2,200,274.590554
202.9,200,274.661674
200.2,200,274.732286
200.2,200,274.804066
-1.608114,4,274.806349
200.2,200,274.877145
200.2,200,274.949778
200.2,200,275.547862
12.391886,18,275.554681
200.2,200,275.625695
156.35,162,275.682762
200.2,200,275.752867
200.2,200,275.823527
200.2,200,276.54582
199.896939,200,276.613281
200.2,200,276.679558
199.507473,200,276.745178
200.2,200,276.811706
200.2,200,277.473801
200.2,200,277.54486
200.2,200,277.61616
200.2,200,277.68375
200.2,200,277.751415
92.391886,98,278.299469
-1.608114,4,278.301325
20.391886,26,278.310406
32.04294,37,278.32347
2.35,8,278.326552
36.35,42,278.341277
-1.608114,4,278.34322
51.937344,55,278.362901
8.702944,12,278.367989
-2.65,3,278.369253
43.688197,48,278.386127
0.029289,5,278.388248
5.73991,11,278.392566
7.35,13,278.397686
23.35,29,278.408044
-0.608114,5,278.410397
13.129289,18,278.417502
-3.608114,2,278.418787
15.7,20,278.427345
-2.608114,3,278.428917
-0.608114,5,278.431246
4.391886,10,278.435059
15.391886,21,278.443383
5.726393,9,278.447325
-1.608114,4,278.449024
3.888197,9,278.452466
10.527617,16,278.458355
7.35,13,278.464008
-0.608114,5,278.466328
12.738197,18,278.473233
2.788197,8,278.47679
-2.65,3,278.47842
17.169199,20,278.486403
12.495059,15,278.493407
12.207724,17,278.500065
8.9,14,278.505509
3.938197,9,278.509162
8.807067,14,278.514624
3.391886,9,278.518579
13.988197,19,278.52535
9.657724,15,278.531268
3.391886,9,278.53509
-2.608114,3,278.536413
34.391886,40,278.550805
-1.261803,4,278.552488
34.73991,40,278.566528
12.2,17,278.572783
4.35,10,278.576719
15.188197,20,278.583786
25.938197,31,278.595853
-1.608114,4,278.597582
3.61308,9,278.600987
24.391886,30,278.612136
1.35,7,278.615204
61.499477,67,278.638289
-2.608114,3,278.639666
40.129289,44,278.655656
23.625275,26,278.665491
19.138197,24,278.674782
-1.65,4,278.676709
27.35,33,279.172424
5.391886,11,279.176779
37.133856,42,279.191726
46.852572,50,279.209304
18.35,24,279.217883
3.7,7,279.220934
23.488816,29,279.231274
0.35,6,279.233797
13.391886,19,279.24081
20.627447,26,279.250313
4.73991,10,279.254453
45.488197,50,279.271428
11.129289,16,279.277506
9.35,15,279.282982
-0.361803,5,279.285014
16.505295,19,279.292407
33.95,39,279.305899
0.391886,6,279.308336
7.888197,13,279.313154
1.35,7,279.316144
18.35,24,279.324718
12.838197,18,279.33191
17.838197,22,279.339854
34.391886,40,279.354187
14.35,20,279.361737
9.838197,15,279.367864
30.391886,36,279.381103
-3.608114,2,279.382345
17.999477,21,279.391104
49.502944,54,279.411344
2.35,8,279.415028
0.35,6,279.417821
5.35,11,279.422455
3.35,9,279.426106
62.35,68,279.45196
38.969199,44,279.469513
57.599477,61,279.492989
23.35,29,279.503908
-0.020711,5,279.506212
0.391886,6,279.509415
56.845592,60,279.532564
19.129289,24,279.542706
9.35,15,279.549525
-0.608114,5,279.552469
3.35,9,294.574961
23.638197,28,294.699186
-0.65,5,294.723231
9.779289,14,294.786571
13.338197,18,294.8589
65.669333,68,295.237658
8.391886,14,295.276823
24.35,30,295.36572
42.391886,48,295.54211
3.73991,9,295.577726
5.496407,11,295.615784
0.35,6,295.637011
16.988197,21,295.701014
33.391886,39,295.827749
17.35,23,295.898407
20.391886,26,295.968586
21.538197,26,296.039706
-0.65,5,296.056729
69.699477,73,296.322718
31.391886,37,296.448351
12.35,18,296.495713
19.391886,25,296.573807
21.391886,27,296.663941
3.391886,9,296.692807
4.6,8,296.719512
7.679355,13,296.767516
14.35,20,296.833286
6.35,12,296.872682
23.788197,29,296.965126
21.138197,26,297.047035
7.35,13,297.085559
15.790945,22,297.153613
11.391886,17,297.210936
-0.608114,5,297.22578
12.709632,18,297.279919
10.35,16,297.330038
-3.608114,2,297.335317
1.35,7,297.358295
27.646512,33,297.466192
4.429289,9,297.496694
122.459632,127,297.902399
